timestep,phase,slot_idx,output_idx,feature_idx,input_spikes,leak_term,input_sum,recurrent_sum,membrane_out,spike_out,feature_value,weight,product,accumulator,position_estimate,velocity_estimate
84,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.635986328125,0.55419921875,0.244140625
84,readout,,1,3,"1,0,0,0",,,,,,-0.807373046875,0.0478515625,-0.03857421875,-0.674560546875,0.55419921875,0.244140625
84,readout,,1,4,"1,0,0,0",,,,,,0.79638671875,-0.000244140625,-0.000244140625,-0.6748046875,0.55419921875,0.244140625
84,readout,,1,5,"1,0,0,0",,,,,,0.816650390625,0.17724609375,0.144775390625,-0.530029296875,0.55419921875,0.244140625
84,readout,,1,6,"1,0,0,0",,,,,,-3.40673828125,-0.113525390625,0.38671875,-0.143310546875,0.55419921875,0.244140625
84,readout,,1,7,"1,0,0,0",,,,,,-3.059326171875,-0.090576171875,0.277099609375,0.1337890625,0.55419921875,0.244140625
84,readout,,1,8,"1,0,0,0",,,,,,0.3818359375,0.736328125,0.28125,0.4150390625,0.55419921875,0.244140625
84,readout,,1,9,"1,0,0,0",,,,,,-0.018310546875,0.166015625,-0.0029296875,0.412109375,0.55419921875,0.244140625
84,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.244140625,0.55419921875,0.244140625
85,neuron,0,,,"1,0,0,0",-1.503173828125,-0.21142578125,0.0,-1.714599609375,0,,,,,,
85,neuron,1,,,"1,0,0,0",0.3017578125,0.04296875,0.0,0.3447265625,0,,,,,,
85,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,0.0,-3.9990234375,0,,,,,,
85,neuron,3,,,"1,0,0,0",-0.70654296875,-0.090576171875,0.0,-0.797119140625,0,,,,,,
85,neuron,4,,,"1,0,0,0",0.69677734375,0.15283203125,0.0,0.849609375,0,,,,,,
85,neuron,5,,,"1,0,0,0",0.714599609375,0.571533203125,0.0,0.2861328125,1,,,,,,
85,neuron,6,,,"1,0,0,0",-2.98095703125,-0.427001953125,0.0,-3.407958984375,0,,,,,,
85,neuron,7,,,"1,0,0,0",-2.677001953125,-0.383056640625,0.0,-3.06005859375,0,,,,,,
85,readout,,0,0,"1,0,0,0",,,,,,-1.714599609375,-0.245849609375,0.421630859375,0.421630859375,0.5244140625,0.206298828125
85,readout,,0,1,"1,0,0,0",,,,,,0.3447265625,0.25048828125,0.08642578125,0.508056640625,0.5244140625,0.206298828125
85,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.569580078125,0.5244140625,0.206298828125
85,readout,,0,3,"1,0,0,0",,,,,,-0.797119140625,-0.057373046875,0.045654296875,0.615234375,0.5244140625,0.206298828125
85,readout,,0,4,"1,0,0,0",,,,,,0.849609375,0.0048828125,0.004150390625,0.619384765625,0.5244140625,0.206298828125
85,readout,,0,5,"1,0,0,0",,,,,,0.2861328125,0.10595703125,0.0302734375,0.649658203125,0.5244140625,0.206298828125
85,readout,,0,6,"1,0,0,0",,,,,,-3.407958984375,-0.00244140625,0.00830078125,0.657958984375,0.5244140625,0.206298828125
85,readout,,0,7,"1,0,0,0",,,,,,-3.06005859375,0.31591796875,-0.966796875,-0.308837890625,0.5244140625,0.206298828125
85,readout,,0,8,"1,0,0,0",,,,,,0.446044921875,1.9990234375,0.8916015625,0.582763671875,0.5244140625,0.206298828125
85,readout,,0,9,"1,0,0,0",,,,,,0.031982421875,-1.9990234375,-0.06396484375,0.518798828125,0.5244140625,0.206298828125
85,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,0.5244140625,0.5244140625,0.206298828125
85,readout,,1,0,"1,0,0,0",,,,,,-1.714599609375,0.021240234375,-0.036376953125,-0.036376953125,0.5244140625,0.206298828125
85,readout,,1,1,"1,0,0,0",,,,,,0.3447265625,-0.540771484375,-0.1865234375,-0.222900390625,0.5244140625,0.206298828125
85,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.635986328125,0.5244140625,0.206298828125
85,readout,,1,3,"1,0,0,0",,,,,,-0.797119140625,0.0478515625,-0.0380859375,-0.674072265625,0.5244140625,0.206298828125
85,readout,,1,4,"1,0,0,0",,,,,,0.849609375,-0.000244140625,-0.000244140625,-0.67431640625,0.5244140625,0.206298828125
85,readout,,1,5,"1,0,0,0",,,,,,0.2861328125,0.17724609375,0.05078125,-0.62353515625,0.5244140625,0.206298828125
85,readout,,1,6,"1,0,0,0",,,,,,-3.407958984375,-0.113525390625,0.386962890625,-0.236572265625,0.5244140625,0.206298828125
85,readout,,1,7,"1,0,0,0",,,,,,-3.06005859375,-0.090576171875,0.277099609375,0.04052734375,0.5244140625,0.206298828125
85,readout,,1,8,"1,0,0,0",,,,,,0.446044921875,0.736328125,0.328369140625,0.368896484375,0.5244140625,0.206298828125
85,readout,,1,9,"1,0,0,0",,,,,,0.031982421875,0.166015625,0.00537109375,0.374267578125,0.5244140625,0.206298828125
85,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.206298828125,0.5244140625,0.206298828125
86,neuron,0,,,"1,0,1,0",-1.500244140625,-0.0302734375,0.0,-1.530517578125,0,,,,,,
86,neuron,1,,,"1,0,1,0",0.3017578125,-0.487548828125,0.0,-0.185791015625,0,,,,,,
86,neuron,2,,,"1,0,1,0",-3.4990234375,-1.071044921875,-0.0078125,-3.9990234375,0,,,,,,
86,neuron,3,,,"1,0,1,0",-0.697509765625,-0.5419921875,0.0,-1.239501953125,0,,,,,,
86,neuron,4,,,"1,0,1,0",0.743408203125,0.245361328125,0.14111328125,0.1298828125,1,,,,,,
86,neuron,5,,,"1,0,1,0",0.25048828125,1.001708984375,0.0,0.252197265625,1,,,,,,
86,neuron,6,,,"1,0,1,0",-2.98193359375,-0.65673828125,0.0,-3.638671875,0,,,,,,
86,neuron,7,,,"1,0,1,0",-2.677490234375,-0.21630859375,0.0,-2.893798828125,0,,,,,,
86,readout,,0,0,"1,0,1,0",,,,,,-1.530517578125,-0.245849609375,0.376220703125,0.376220703125,0.565185546875,0.545166015625
86,readout,,0,1,"1,0,1,0",,,,,,-0.185791015625,0.25048828125,-0.046630859375,0.32958984375,0.565185546875,0.545166015625
86,readout,,0,2,"1,0,1,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.39111328125,0.565185546875,0.545166015625
86,readout,,0,3,"1,0,1,0",,,,,,-1.239501953125,-0.057373046875,0.071044921875,0.462158203125,0.565185546875,0.545166015625
86,readout,,0,4,"1,0,1,0",,,,,,0.1298828125,0.0048828125,0.000732421875,0.462890625,0.565185546875,0.545166015625
86,readout,,0,5,"1,0,1,0",,,,,,0.252197265625,0.10595703125,0.026611328125,0.489501953125,0.565185546875,0.545166015625
86,readout,,0,6,"1,0,1,0",,,,,,-3.638671875,-0.00244140625,0.0087890625,0.498291015625,0.565185546875,0.545166015625
86,readout,,0,7,"1,0,1,0",,,,,,-2.893798828125,0.31591796875,-0.914306640625,-0.416015625,0.565185546875,0.545166015625
86,readout,,0,8,"1,0,1,0",,,,,,0.530029296875,1.9990234375,1.0595703125,0.6435546875,0.565185546875,0.545166015625
86,readout,,0,9,"1,0,1,0",,,,,,0.0419921875,-1.9990234375,-0.083984375,0.5595703125,0.565185546875,0.545166015625
86,readout,,0,10,"1,0,1,0",,,,,,1.0,0.005615234375,0.005615234375,0.565185546875,0.565185546875,0.545166015625
86,readout,,1,0,"1,0,1,0",,,,,,-1.530517578125,0.021240234375,-0.032470703125,-0.032470703125,0.565185546875,0.545166015625
86,readout,,1,1,"1,0,1,0",,,,,,-0.185791015625,-0.540771484375,0.1005859375,0.068115234375,0.565185546875,0.545166015625
86,readout,,1,2,"1,0,1,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.344970703125,0.565185546875,0.545166015625
86,readout,,1,3,"1,0,1,0",,,,,,-1.239501953125,0.0478515625,-0.059326171875,-0.404296875,0.565185546875,0.545166015625
86,readout,,1,4,"1,0,1,0",,,,,,0.1298828125,-0.000244140625,0.0,-0.404296875,0.565185546875,0.545166015625
86,readout,,1,5,"1,0,1,0",,,,,,0.252197265625,0.17724609375,0.044677734375,-0.359619140625,0.565185546875,0.545166015625
86,readout,,1,6,"1,0,1,0",,,,,,-3.638671875,-0.113525390625,0.4130859375,0.053466796875,0.565185546875,0.545166015625
86,readout,,1,7,"1,0,1,0",,,,,,-2.893798828125,-0.090576171875,0.26220703125,0.315673828125,0.565185546875,0.545166015625
86,readout,,1,8,"1,0,1,0",,,,,,0.530029296875,0.736328125,0.390380859375,0.7060546875,0.565185546875,0.545166015625
86,readout,,1,9,"1,0,1,0",,,,,,0.0419921875,0.166015625,0.007080078125,0.713134765625,0.565185546875,0.545166015625
86,readout,,1,10,"1,0,1,0",,,,,,1.0,-0.16796875,-0.16796875,0.545166015625,0.565185546875,0.545166015625
87,neuron,0,,,"1,0,0,0",-1.339111328125,-0.21142578125,0.0,-1.550537109375,0,,,,,,
87,neuron,1,,,"1,0,0,0",-0.16259765625,0.04296875,0.052001953125,-0.067626953125,0,,,,,,
87,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,-0.0078125,-3.9990234375,0,,,,,,
87,neuron,3,,,"1,0,0,0",-1.08447265625,-0.090576171875,0.0,-1.175048828125,0,,,,,,
87,neuron,4,,,"1,0,0,0",0.11376953125,0.15283203125,0.14111328125,0.40771484375,0,,,,,,
87,neuron,5,,,"1,0,0,0",0.220703125,0.571533203125,-0.02685546875,0.765380859375,0,,,,,,
87,neuron,6,,,"1,0,0,0",-3.183837890625,-0.427001953125,0.0,-3.61083984375,0,,,,,,
87,neuron,7,,,"1,0,0,0",-2.531982421875,-0.383056640625,0.0,-2.9150390625,0,,,,,,
87,readout,,0,0,"1,0,0,0",,,,,,-1.550537109375,-0.245849609375,0.381103515625,0.381103515625,0.685791015625,0.530517578125
87,readout,,0,1,"1,0,0,0",,,,,,-0.067626953125,0.25048828125,-0.016845703125,0.3642578125,0.685791015625,0.530517578125
87,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.42578125,0.685791015625,0.530517578125
87,readout,,0,3,"1,0,0,0",,,,,,-1.175048828125,-0.057373046875,0.0673828125,0.4931640625,0.685791015625,0.530517578125
87,readout,,0,4,"1,0,0,0",,,,,,0.40771484375,0.0048828125,0.001953125,0.4951171875,0.685791015625,0.530517578125
87,readout,,0,5,"1,0,0,0",,,,,,0.765380859375,0.10595703125,0.0810546875,0.576171875,0.685791015625,0.530517578125
87,readout,,0,6,"1,0,0,0",,,,,,-3.61083984375,-0.00244140625,0.0087890625,0.5849609375,0.685791015625,0.530517578125
87,readout,,0,7,"1,0,0,0",,,,,,-2.9150390625,0.31591796875,-0.9208984375,-0.3359375,0.685791015625,0.530517578125
87,readout,,0,8,"1,0,0,0",,,,,,0.486328125,1.9990234375,0.97216796875,0.63623046875,0.685791015625,0.530517578125
87,readout,,0,9,"1,0,0,0",,,,,,-0.02197265625,-1.9990234375,0.0439453125,0.68017578125,0.685791015625,0.530517578125
87,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,0.685791015625,0.685791015625,0.530517578125
87,readout,,1,0,"1,0,0,0",,,,,,-1.550537109375,0.021240234375,-0.032958984375,-0.032958984375,0.685791015625,0.530517578125
87,readout,,1,1,"1,0,0,0",,,,,,-0.067626953125,-0.540771484375,0.03662109375,0.003662109375,0.685791015625,0.530517578125
87,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.409423828125,0.685791015625,0.530517578125
87,readout,,1,3,"1,0,0,0",,,,,,-1.175048828125,0.0478515625,-0.05615234375,-0.465576171875,0.685791015625,0.530517578125
87,readout,,1,4,"1,0,0,0",,,,,,0.40771484375,-0.000244140625,0.0,-0.465576171875,0.685791015625,0.530517578125
87,readout,,1,5,"1,0,0,0",,,,,,0.765380859375,0.17724609375,0.1357421875,-0.329833984375,0.685791015625,0.530517578125
87,readout,,1,6,"1,0,0,0",,,,,,-3.61083984375,-0.113525390625,0.409912109375,0.080078125,0.685791015625,0.530517578125
87,readout,,1,7,"1,0,0,0",,,,,,-2.9150390625,-0.090576171875,0.263916015625,0.343994140625,0.685791015625,0.530517578125
87,readout,,1,8,"1,0,0,0",,,,,,0.486328125,0.736328125,0.358154296875,0.7021484375,0.685791015625,0.530517578125
87,readout,,1,9,"1,0,0,0",,,,,,-0.02197265625,0.166015625,-0.003662109375,0.698486328125,0.685791015625,0.530517578125
87,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.530517578125,0.685791015625,0.530517578125
88,neuron,0,,,"1,0,0,0",-1.356689453125,-0.21142578125,0.0,-1.568115234375,0,,,,,,
88,neuron,1,,,"1,0,0,0",-0.05908203125,0.04296875,0.0,-0.01611328125,0,,,,,,
88,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,0.0,-3.9990234375,0,,,,,,
88,neuron,3,,,"1,0,0,0",-1.028076171875,-0.090576171875,0.0,-1.11865234375,0,,,,,,
88,neuron,4,,,"1,0,0,0",0.356689453125,0.15283203125,0.0,0.509521484375,0,,,,,,
88,neuron,5,,,"1,0,0,0",0.669677734375,0.571533203125,0.0,0.2412109375,1,,,,,,
88,neuron,6,,,"1,0,0,0",-3.159423828125,-0.427001953125,0.0,-3.58642578125,0,,,,,,
88,neuron,7,,,"1,0,0,0",-2.55078125,-0.383056640625,0.0,-2.933837890625,0,,,,,,
88,readout,,0,0,"1,0,0,0",,,,,,-1.568115234375,-0.245849609375,0.385498046875,0.385498046875,0.559814453125,0.3857421875
88,readout,,0,1,"1,0,0,0",,,,,,-0.01611328125,0.25048828125,-0.004150390625,0.38134765625,0.559814453125,0.3857421875
88,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.44287109375,0.559814453125,0.3857421875
88,readout,,0,3,"1,0,0,0",,,,,,-1.11865234375,-0.057373046875,0.064208984375,0.507080078125,0.559814453125,0.3857421875
88,readout,,0,4,"1,0,0,0",,,,,,0.509521484375,0.0048828125,0.00244140625,0.509521484375,0.559814453125,0.3857421875
88,readout,,0,5,"1,0,0,0",,,,,,0.2412109375,0.10595703125,0.025634765625,0.53515625,0.559814453125,0.3857421875
88,readout,,0,6,"1,0,0,0",,,,,,-3.58642578125,-0.00244140625,0.0087890625,0.5439453125,0.559814453125,0.3857421875
88,readout,,0,7,"1,0,0,0",,,,,,-2.933837890625,0.31591796875,-0.9267578125,-0.3828125,0.559814453125,0.3857421875
88,readout,,0,8,"1,0,0,0",,,,,,0.451171875,1.9990234375,0.90185546875,0.51904296875,0.559814453125,0.3857421875
88,readout,,0,9,"1,0,0,0",,,,,,-0.017578125,-1.9990234375,0.03515625,0.55419921875,0.559814453125,0.3857421875
88,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,0.559814453125,0.559814453125,0.3857421875
88,readout,,1,0,"1,0,0,0",,,,,,-1.568115234375,0.021240234375,-0.033203125,-0.033203125,0.559814453125,0.3857421875
88,readout,,1,1,"1,0,0,0",,,,,,-0.01611328125,-0.540771484375,0.0087890625,-0.0244140625,0.559814453125,0.3857421875
88,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.4375,0.559814453125,0.3857421875
88,readout,,1,3,"1,0,0,0",,,,,,-1.11865234375,0.0478515625,-0.053466796875,-0.490966796875,0.559814453125,0.3857421875
88,readout,,1,4,"1,0,0,0",,,,,,0.509521484375,-0.000244140625,-0.000244140625,-0.4912109375,0.559814453125,0.3857421875
88,readout,,1,5,"1,0,0,0",,,,,,0.2412109375,0.17724609375,0.042724609375,-0.448486328125,0.559814453125,0.3857421875
88,readout,,1,6,"1,0,0,0",,,,,,-3.58642578125,-0.113525390625,0.4072265625,-0.041259765625,0.559814453125,0.3857421875
88,readout,,1,7,"1,0,0,0",,,,,,-2.933837890625,-0.090576171875,0.265625,0.224365234375,0.559814453125,0.3857421875
88,readout,,1,8,"1,0,0,0",,,,,,0.451171875,0.736328125,0.332275390625,0.556640625,0.559814453125,0.3857421875
88,readout,,1,9,"1,0,0,0",,,,,,-0.017578125,0.166015625,-0.0029296875,0.5537109375,0.559814453125,0.3857421875
88,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.3857421875,0.559814453125,0.3857421875
89,neuron,0,,,"1,0,0,0",-1.3720703125,-0.21142578125,0.0,-1.58349609375,0,,,,,,
89,neuron,1,,,"1,0,0,0",-0.01416015625,0.04296875,0.0,0.02880859375,0,,,,,,
89,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,-0.0078125,-3.9990234375,0,,,,,,
89,neuron,3,,,"1,0,0,0",-0.978759765625,-0.090576171875,0.0,-1.0693359375,0,,,,,,
89,neuron,4,,,"1,0,0,0",0.44580078125,0.15283203125,0.14111328125,0.73974609375,0,,,,,,
89,neuron,5,,,"1,0,0,0",0.2109375,0.571533203125,0.0,0.782470703125,0,,,,,,
89,neuron,6,,,"1,0,0,0",-3.13818359375,-0.427001953125,0.0,-3.565185546875,0,,,,,,
89,neuron,7,,,"1,0,0,0",-2.567138671875,-0.383056640625,0.0,-2.9501953125,0,,,,,,
89,readout,,0,0,"1,0,0,0",,,,,,-1.58349609375,-0.245849609375,0.389404296875,0.389404296875,0.56005859375,0.436279296875
89,readout,,0,1,"1,0,0,0",,,,,,0.02880859375,0.25048828125,0.00732421875,0.396728515625,0.56005859375,0.436279296875
89,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.458251953125,0.56005859375,0.436279296875
89,readout,,0,3,"1,0,0,0",,,,,,-1.0693359375,-0.057373046875,0.061279296875,0.51953125,0.56005859375,0.436279296875
89,readout,,0,4,"1,0,0,0",,,,,,0.73974609375,0.0048828125,0.003662109375,0.523193359375,0.56005859375,0.436279296875
89,readout,,0,5,"1,0,0,0",,,,,,0.782470703125,0.10595703125,0.0830078125,0.606201171875,0.56005859375,0.436279296875
89,readout,,0,6,"1,0,0,0",,,,,,-3.565185546875,-0.00244140625,0.0087890625,0.614990234375,0.56005859375,0.436279296875
89,readout,,0,7,"1,0,0,0",,,,,,-2.9501953125,0.31591796875,-0.93212890625,-0.317138671875,0.56005859375,0.436279296875
89,readout,,0,8,"1,0,0,0",,,,,,0.4208984375,1.9990234375,0.84130859375,0.524169921875,0.56005859375,0.436279296875
89,readout,,0,9,"1,0,0,0",,,,,,-0.01513671875,-1.9990234375,0.0302734375,0.554443359375,0.56005859375,0.436279296875
89,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,0.56005859375,0.56005859375,0.436279296875
89,readout,,1,0,"1,0,0,0",,,,,,-1.58349609375,0.021240234375,-0.03369140625,-0.03369140625,0.56005859375,0.436279296875
89,readout,,1,1,"1,0,0,0",,,,,,0.02880859375,-0.540771484375,-0.015625,-0.04931640625,0.56005859375,0.436279296875
89,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.46240234375,0.56005859375,0.436279296875
89,readout,,1,3,"1,0,0,0",,,,,,-1.0693359375,0.0478515625,-0.05126953125,-0.513671875,0.56005859375,0.436279296875
89,readout,,1,4,"1,0,0,0",,,,,,0.73974609375,-0.000244140625,-0.000244140625,-0.513916015625,0.56005859375,0.436279296875
89,readout,,1,5,"1,0,0,0",,,,,,0.782470703125,0.17724609375,0.138671875,-0.375244140625,0.56005859375,0.436279296875
89,readout,,1,6,"1,0,0,0",,,,,,-3.565185546875,-0.113525390625,0.40478515625,0.029541015625,0.56005859375,0.436279296875
89,readout,,1,7,"1,0,0,0",,,,,,-2.9501953125,-0.090576171875,0.267333984375,0.296875,0.56005859375,0.436279296875
89,readout,,1,8,"1,0,0,0",,,,,,0.4208984375,0.736328125,0.309814453125,0.606689453125,0.56005859375,0.436279296875
89,readout,,1,9,"1,0,0,0",,,,,,-0.01513671875,0.166015625,-0.00244140625,0.604248046875,0.56005859375,0.436279296875
89,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.436279296875,0.56005859375,0.436279296875
90,neuron,0,,,"1,0,0,0",-1.385498046875,-0.21142578125,0.0,-1.596923828125,0,,,,,,
90,neuron,1,,,"1,0,0,0",0.025146484375,0.04296875,0.0,0.068115234375,0,,,,,,
90,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,0.0,-3.9990234375,0,,,,,,
90,neuron,3,,,"1,0,0,0",-0.935546875,-0.090576171875,0.0,-1.026123046875,0,,,,,,
90,neuron,4,,,"1,0,0,0",0.647216796875,0.15283203125,0.0,0.800048828125,0,,,,,,
90,neuron,5,,,"1,0,0,0",0.6845703125,0.571533203125,0.0,0.256103515625,1,,,,,,
90,neuron,6,,,"1,0,0,0",-3.11962890625,-0.427001953125,0.0,-3.546630859375,0,,,,,,
90,neuron,7,,,"1,0,0,0",-2.58154296875,-0.383056640625,0.0,-2.964599609375,0,,,,,,
90,readout,,0,0,"1,0,0,0",,,,,,-1.596923828125,-0.245849609375,0.392578125,0.392578125,0.5224609375,0.360107421875
90,readout,,0,1,"1,0,0,0",,,,,,0.068115234375,0.25048828125,0.01708984375,0.40966796875,0.5224609375,0.360107421875
90,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.47119140625,0.5224609375,0.360107421875
90,readout,,0,3,"1,0,0,0",,,,,,-1.026123046875,-0.057373046875,0.058837890625,0.530029296875,0.5224609375,0.360107421875
90,readout,,0,4,"1,0,0,0",,,,,,0.800048828125,0.0048828125,0.00390625,0.533935546875,0.5224609375,0.360107421875
90,readout,,0,5,"1,0,0,0",,,,,,0.256103515625,0.10595703125,0.027099609375,0.56103515625,0.5224609375,0.360107421875
90,readout,,0,6,"1,0,0,0",,,,,,-3.546630859375,-0.00244140625,0.008544921875,0.569580078125,0.5224609375,0.360107421875
90,readout,,0,7,"1,0,0,0",,,,,,-2.964599609375,0.31591796875,-0.9365234375,-0.366943359375,0.5224609375,0.360107421875
90,readout,,0,8,"1,0,0,0",,,,,,0.46337890625,1.9990234375,0.92626953125,0.559326171875,0.5224609375,0.360107421875
90,readout,,0,9,"1,0,0,0",,,,,,0.021240234375,-1.9990234375,-0.04248046875,0.516845703125,0.5224609375,0.360107421875
90,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,0.5224609375,0.5224609375,0.360107421875
90,readout,,1,0,"1,0,0,0",,,,,,-1.596923828125,0.021240234375,-0.033935546875,-0.033935546875,0.5224609375,0.360107421875
90,readout,,1,1,"1,0,0,0",,,,,,0.068115234375,-0.540771484375,-0.036865234375,-0.07080078125,0.5224609375,0.360107421875
90,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.48388671875,0.5224609375,0.360107421875
90,readout,,1,3,"1,0,0,0",,,,,,-1.026123046875,0.0478515625,-0.049072265625,-0.532958984375,0.5224609375,0.360107421875
90,readout,,1,4,"1,0,0,0",,,,,,0.800048828125,-0.000244140625,-0.000244140625,-0.533203125,0.5224609375,0.360107421875
90,readout,,1,5,"1,0,0,0",,,,,,0.256103515625,0.17724609375,0.04541015625,-0.48779296875,0.5224609375,0.360107421875
90,readout,,1,6,"1,0,0,0",,,,,,-3.546630859375,-0.113525390625,0.402587890625,-0.085205078125,0.5224609375,0.360107421875
90,readout,,1,7,"1,0,0,0",,,,,,-2.964599609375,-0.090576171875,0.2685546875,0.183349609375,0.5224609375,0.360107421875
90,readout,,1,8,"1,0,0,0",,,,,,0.46337890625,0.736328125,0.34130859375,0.524658203125,0.5224609375,0.360107421875
90,readout,,1,9,"1,0,0,0",,,,,,0.021240234375,0.166015625,0.00341796875,0.528076171875,0.5224609375,0.360107421875
90,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.360107421875,0.5224609375,0.360107421875
91,neuron,0,,,"1,0,0,0",-1.397216796875,-0.21142578125,0.0,-1.608642578125,0,,,,,,
91,neuron,1,,,"1,0,0,0",0.0595703125,0.04296875,0.0,0.1025390625,0,,,,,,
91,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,-0.0078125,-3.9990234375,0,,,,,,
91,neuron,3,,,"1,0,0,0",-0.89794921875,-0.090576171875,0.0,-0.988525390625,0,,,,,,
91,neuron,4,,,"1,0,0,0",0.699951171875,0.15283203125,0.14111328125,0.993896484375,0,,,,,,
91,neuron,5,,,"1,0,0,0",0.22412109375,0.571533203125,0.0,0.795654296875,0,,,,,,
91,neuron,6,,,"1,0,0,0",-3.103271484375,-0.427001953125,0.0,-3.5302734375,0,,,,,,
91,neuron,7,,,"1,0,0,0",-2.593994140625,-0.383056640625,0.0,-2.97705078125,0,,,,,,
91,readout,,0,0,"1,0,0,0",,,,,,-1.608642578125,-0.245849609375,0.3955078125,0.3955078125,0.6552734375,0.45654296875
91,readout,,0,1,"1,0,0,0",,,,,,0.1025390625,0.25048828125,0.025634765625,0.421142578125,0.6552734375,0.45654296875
91,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.482666015625,0.6552734375,0.45654296875
91,readout,,0,3,"1,0,0,0",,,,,,-0.988525390625,-0.057373046875,0.056640625,0.539306640625,0.6552734375,0.45654296875
91,readout,,0,4,"1,0,0,0",,,,,,0.993896484375,0.0048828125,0.0048828125,0.544189453125,0.6552734375,0.45654296875
91,readout,,0,5,"1,0,0,0",,,,,,0.795654296875,0.10595703125,0.084228515625,0.62841796875,0.6552734375,0.45654296875
91,readout,,0,6,"1,0,0,0",,,,,,-3.5302734375,-0.00244140625,0.008544921875,0.636962890625,0.6552734375,0.45654296875
91,readout,,0,7,"1,0,0,0",,,,,,-2.97705078125,0.31591796875,-0.9404296875,-0.303466796875,0.6552734375,0.45654296875
91,readout,,0,8,"1,0,0,0",,,,,,0.490234375,1.9990234375,0.97998046875,0.676513671875,0.6552734375,0.45654296875
91,readout,,0,9,"1,0,0,0",,,,,,0.013427734375,-1.9990234375,-0.02685546875,0.649658203125,0.6552734375,0.45654296875
91,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,0.6552734375,0.6552734375,0.45654296875
91,readout,,1,0,"1,0,0,0",,,,,,-1.608642578125,0.021240234375,-0.0341796875,-0.0341796875,0.6552734375,0.45654296875
91,readout,,1,1,"1,0,0,0",,,,,,0.1025390625,-0.540771484375,-0.055419921875,-0.089599609375,0.6552734375,0.45654296875
91,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.502685546875,0.6552734375,0.45654296875
91,readout,,1,3,"1,0,0,0",,,,,,-0.988525390625,0.0478515625,-0.04736328125,-0.550048828125,0.6552734375,0.45654296875
91,readout,,1,4,"1,0,0,0",,,,,,0.993896484375,-0.000244140625,-0.000244140625,-0.55029296875,0.6552734375,0.45654296875
91,readout,,1,5,"1,0,0,0",,,,,,0.795654296875,0.17724609375,0.14111328125,-0.4091796875,0.6552734375,0.45654296875
91,readout,,1,6,"1,0,0,0",,,,,,-3.5302734375,-0.113525390625,0.40087890625,-0.00830078125,0.6552734375,0.45654296875
91,readout,,1,7,"1,0,0,0",,,,,,-2.97705078125,-0.090576171875,0.26953125,0.26123046875,0.6552734375,0.45654296875
91,readout,,1,8,"1,0,0,0",,,,,,0.490234375,0.736328125,0.361083984375,0.622314453125,0.6552734375,0.45654296875
91,readout,,1,9,"1,0,0,0",,,,,,0.013427734375,0.166015625,0.002197265625,0.62451171875,0.6552734375,0.45654296875
