timestep,phase,slot_idx,output_idx,feature_idx,input_spikes,leak_term,input_sum,recurrent_sum,membrane_out,spike_out,feature_value,weight,product,accumulator,position_estimate,velocity_estimate
167,neuron,4,,,"1,0,0,0",0.46826171875,0.15283203125,0.14111328125,0.76220703125,0,,,,,,
167,neuron,5,,,"1,0,0,0",0.228515625,0.571533203125,0.0,0.800048828125,0,,,,,,
167,neuron,6,,,"1,0,0,0",-2.9990234375,-0.427001953125,0.0,-3.426025390625,0,,,,,,
167,neuron,7,,,"1,0,0,0",-2.67333984375,-0.383056640625,0.0,-3.056396484375,0,,,,,,
167,readout,,0,0,"1,0,0,0",,,,,,-1.684326171875,-0.245849609375,0.4140625,0.4140625,1.88671875,0.7490234375
167,readout,,0,1,"1,0,0,0",,,,,,0.3798828125,0.25048828125,0.09521484375,0.50927734375,1.88671875,0.7490234375
167,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.57080078125,1.88671875,0.7490234375
167,readout,,0,3,"1,0,0,0",,,,,,-0.74951171875,-0.057373046875,0.04296875,0.61376953125,1.88671875,0.7490234375
167,readout,,0,4,"1,0,0,0",,,,,,0.76220703125,0.0048828125,0.003662109375,0.617431640625,1.88671875,0.7490234375
167,readout,,0,5,"1,0,0,0",,,,,,0.800048828125,0.10595703125,0.084716796875,0.7021484375,1.88671875,0.7490234375
167,readout,,0,6,"1,0,0,0",,,,,,-3.426025390625,-0.00244140625,0.00830078125,0.71044921875,1.88671875,0.7490234375
167,readout,,0,7,"1,0,0,0",,,,,,-3.056396484375,0.31591796875,-0.965576171875,-0.255126953125,1.88671875,0.7490234375
167,readout,,0,8,"1,0,0,0",,,,,,1.082763671875,1.9990234375,2.16455078125,1.909423828125,1.88671875,0.7490234375
167,readout,,0,9,"1,0,0,0",,,,,,0.01416015625,-1.9990234375,-0.0283203125,1.881103515625,1.88671875,0.7490234375
167,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,1.88671875,1.88671875,0.7490234375
167,readout,,1,0,"1,0,0,0",,,,,,-1.684326171875,0.021240234375,-0.035888671875,-0.035888671875,1.88671875,0.7490234375
167,readout,,1,1,"1,0,0,0",,,,,,0.3798828125,-0.540771484375,-0.205322265625,-0.2412109375,1.88671875,0.7490234375
167,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.654296875,1.88671875,0.7490234375
167,readout,,1,3,"1,0,0,0",,,,,,-0.74951171875,0.0478515625,-0.035888671875,-0.690185546875,1.88671875,0.7490234375
167,readout,,1,4,"1,0,0,0",,,,,,0.76220703125,-0.000244140625,-0.000244140625,-0.6904296875,1.88671875,0.7490234375
167,readout,,1,5,"1,0,0,0",,,,,,0.800048828125,0.17724609375,0.141845703125,-0.548583984375,1.88671875,0.7490234375
167,readout,,1,6,"1,0,0,0",,,,,,-3.426025390625,-0.113525390625,0.388916015625,-0.15966796875,1.88671875,0.7490234375
167,readout,,1,7,"1,0,0,0",,,,,,-3.056396484375,-0.090576171875,0.27685546875,0.1171875,1.88671875,0.7490234375
167,readout,,1,8,"1,0,0,0",,,,,,1.082763671875,0.736328125,0.79736328125,0.91455078125,1.88671875,0.7490234375
167,readout,,1,9,"1,0,0,0",,,,,,0.01416015625,0.166015625,0.00244140625,0.9169921875,1.88671875,0.7490234375
167,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.7490234375,1.88671875,0.7490234375
168,neuron,0,,,"1,0,0,0",-1.473876953125,-0.21142578125,0.0,-1.685302734375,0,,,,,,
168,neuron,1,,,"1,0,0,0",0.33251953125,0.04296875,0.0,0.37548828125,0,,,,,,
168,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,0.0,-3.9990234375,0,,,,,,
168,neuron,3,,,"1,0,0,0",-0.65576171875,-0.090576171875,0.0,-0.746337890625,0,,,,,,
168,neuron,4,,,"1,0,0,0",0.6669921875,0.15283203125,0.0,0.81982421875,0,,,,,,
168,neuron,5,,,"1,0,0,0",0.699951171875,0.571533203125,0.0,0.271484375,1,,,,,,
168,neuron,6,,,"1,0,0,0",-2.997802734375,-0.427001953125,0.0,-3.4248046875,0,,,,,,
168,neuron,7,,,"1,0,0,0",-2.67431640625,-0.383056640625,0.0,-3.057373046875,0,,,,,,
168,readout,,0,0,"1,0,0,0",,,,,,-1.685302734375,-0.245849609375,0.414306640625,0.414306640625,1.86572265625,0.661865234375
168,readout,,0,1,"1,0,0,0",,,,,,0.37548828125,0.25048828125,0.093994140625,0.50830078125,1.86572265625,0.661865234375
168,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.56982421875,1.86572265625,0.661865234375
168,readout,,0,3,"1,0,0,0",,,,,,-0.746337890625,-0.057373046875,0.042724609375,0.612548828125,1.86572265625,0.661865234375
168,readout,,0,4,"1,0,0,0",,,,,,0.81982421875,0.0048828125,0.00390625,0.616455078125,1.86572265625,0.661865234375
168,readout,,0,5,"1,0,0,0",,,,,,0.271484375,0.10595703125,0.02880859375,0.645263671875,1.86572265625,0.661865234375
168,readout,,0,6,"1,0,0,0",,,,,,-3.4248046875,-0.00244140625,0.00830078125,0.653564453125,1.86572265625,0.661865234375
168,readout,,0,7,"1,0,0,0",,,,,,-3.057373046875,0.31591796875,-0.9658203125,-0.312255859375,1.86572265625,0.661865234375
168,readout,,0,8,"1,0,0,0",,,,,,1.0908203125,1.9990234375,2.1806640625,1.868408203125,1.86572265625,0.661865234375
168,readout,,0,9,"1,0,0,0",,,,,,0.004150390625,-1.9990234375,-0.00830078125,1.860107421875,1.86572265625,0.661865234375
168,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,1.86572265625,1.86572265625,0.661865234375
168,readout,,1,0,"1,0,0,0",,,,,,-1.685302734375,0.021240234375,-0.035888671875,-0.035888671875,1.86572265625,0.661865234375
168,readout,,1,1,"1,0,0,0",,,,,,0.37548828125,-0.540771484375,-0.203125,-0.239013671875,1.86572265625,0.661865234375
168,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.652099609375,1.86572265625,0.661865234375
168,readout,,1,3,"1,0,0,0",,,,,,-0.746337890625,0.0478515625,-0.03564453125,-0.687744140625,1.86572265625,0.661865234375
168,readout,,1,4,"1,0,0,0",,,,,,0.81982421875,-0.000244140625,-0.000244140625,-0.68798828125,1.86572265625,0.661865234375
168,readout,,1,5,"1,0,0,0",,,,,,0.271484375,0.17724609375,0.048095703125,-0.639892578125,1.86572265625,0.661865234375
168,readout,,1,6,"1,0,0,0",,,,,,-3.4248046875,-0.113525390625,0.388916015625,-0.2509765625,1.86572265625,0.661865234375
168,readout,,1,7,"1,0,0,0",,,,,,-3.057373046875,-0.090576171875,0.27685546875,0.02587890625,1.86572265625,0.661865234375
168,readout,,1,8,"1,0,0,0",,,,,,1.0908203125,0.736328125,0.80322265625,0.8291015625,1.86572265625,0.661865234375
168,readout,,1,9,"1,0,0,0",,,,,,0.004150390625,0.166015625,0.000732421875,0.829833984375,1.86572265625,0.661865234375
168,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.661865234375,1.86572265625,0.661865234375
169,neuron,0,,,"1,0,0,0",-1.474609375,-0.21142578125,0.0,-1.68603515625,0,,,,,,
169,neuron,1,,,"1,0,0,0",0.32861328125,0.04296875,0.0,0.37158203125,0,,,,,,
169,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,-0.0078125,-3.9990234375,0,,,,,,
169,neuron,3,,,"1,0,0,0",-0.653076171875,-0.090576171875,0.0,-0.74365234375,0,,,,,,
169,neuron,4,,,"1,0,0,0",0.71728515625,0.15283203125,0.14111328125,0.01123046875,1,,,,,,
169,neuron,5,,,"1,0,0,0",0.237548828125,0.571533203125,0.0,0.80908203125,0,,,,,,
169,neuron,6,,,"1,0,0,0",-2.99658203125,-0.427001953125,0.0,-3.423583984375,0,,,,,,
169,neuron,7,,,"1,0,0,0",-2.67529296875,-0.383056640625,0.0,-3.058349609375,0,,,,,,
169,readout,,0,0,"1,0,0,0",,,,,,-1.68603515625,-0.245849609375,0.41455078125,0.41455078125,1.978271484375,0.80224609375
169,readout,,0,1,"1,0,0,0",,,,,,0.37158203125,0.25048828125,0.093017578125,0.507568359375,1.978271484375,0.80224609375
169,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.569091796875,1.978271484375,0.80224609375
169,readout,,0,3,"1,0,0,0",,,,,,-0.74365234375,-0.057373046875,0.042724609375,0.61181640625,1.978271484375,0.80224609375
169,readout,,0,4,"1,0,0,0",,,,,,0.01123046875,0.0048828125,0.0,0.61181640625,1.978271484375,0.80224609375
169,readout,,0,5,"1,0,0,0",,,,,,0.80908203125,0.10595703125,0.085693359375,0.697509765625,1.978271484375,0.80224609375
169,readout,,0,6,"1,0,0,0",,,,,,-3.423583984375,-0.00244140625,0.00830078125,0.705810546875,1.978271484375,0.80224609375
169,readout,,0,7,"1,0,0,0",,,,,,-3.058349609375,0.31591796875,-0.96630859375,-0.260498046875,1.978271484375,0.80224609375
169,readout,,0,8,"1,0,0,0",,,,,,1.143798828125,1.9990234375,2.286376953125,2.02587890625,1.978271484375,0.80224609375
169,readout,,0,9,"1,0,0,0",,,,,,0.026611328125,-1.9990234375,-0.05322265625,1.97265625,1.978271484375,0.80224609375
169,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,1.978271484375,1.978271484375,0.80224609375
169,readout,,1,0,"1,0,0,0",,,,,,-1.68603515625,0.021240234375,-0.035888671875,-0.035888671875,1.978271484375,0.80224609375
169,readout,,1,1,"1,0,0,0",,,,,,0.37158203125,-0.540771484375,-0.200927734375,-0.23681640625,1.978271484375,0.80224609375
169,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.64990234375,1.978271484375,0.80224609375
169,readout,,1,3,"1,0,0,0",,,,,,-0.74365234375,0.0478515625,-0.03564453125,-0.685546875,1.978271484375,0.80224609375
169,readout,,1,4,"1,0,0,0",,,,,,0.01123046875,-0.000244140625,0.0,-0.685546875,1.978271484375,0.80224609375
169,readout,,1,5,"1,0,0,0",,,,,,0.80908203125,0.17724609375,0.143310546875,-0.542236328125,1.978271484375,0.80224609375
169,readout,,1,6,"1,0,0,0",,,,,,-3.423583984375,-0.113525390625,0.388671875,-0.153564453125,1.978271484375,0.80224609375
169,readout,,1,7,"1,0,0,0",,,,,,-3.058349609375,-0.090576171875,0.277099609375,0.12353515625,1.978271484375,0.80224609375
169,readout,,1,8,"1,0,0,0",,,,,,1.143798828125,0.736328125,0.84228515625,0.9658203125,1.978271484375,0.80224609375
169,readout,,1,9,"1,0,0,0",,,,,,0.026611328125,0.166015625,0.00439453125,0.97021484375,1.978271484375,0.80224609375
169,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.80224609375,1.978271484375,0.80224609375
170,neuron,0,,,"1,0,0,0",-1.475341796875,-0.21142578125,0.0,-1.686767578125,0,,,,,,
170,neuron,1,,,"1,0,0,0",0.3251953125,0.04296875,0.052001953125,0.420166015625,0,,,,,,
170,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,0.0,-3.9990234375,0,,,,,,
170,neuron,3,,,"1,0,0,0",-0.650634765625,-0.090576171875,0.0,-0.7412109375,0,,,,,,
170,neuron,4,,,"1,0,0,0",0.009765625,0.15283203125,0.0,0.16259765625,0,,,,,,
170,neuron,5,,,"1,0,0,0",0.7080078125,0.571533203125,-0.02685546875,0.252685546875,1,,,,,,
170,neuron,6,,,"1,0,0,0",-2.99560546875,-0.427001953125,0.0,-3.422607421875,0,,,,,,
170,neuron,7,,,"1,0,0,0",-2.676025390625,-0.383056640625,0.0,-3.05908203125,0,,,,,,
170,readout,,0,0,"1,0,0,0",,,,,,-1.686767578125,-0.245849609375,0.414794921875,0.414794921875,1.93359375,0.6298828125
170,readout,,0,1,"1,0,0,0",,,,,,0.420166015625,0.25048828125,0.105224609375,0.52001953125,1.93359375,0.6298828125
170,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.58154296875,1.93359375,0.6298828125
170,readout,,0,3,"1,0,0,0",,,,,,-0.7412109375,-0.057373046875,0.04248046875,0.6240234375,1.93359375,0.6298828125
170,readout,,0,4,"1,0,0,0",,,,,,0.16259765625,0.0048828125,0.000732421875,0.624755859375,1.93359375,0.6298828125
170,readout,,0,5,"1,0,0,0",,,,,,0.252685546875,0.10595703125,0.02685546875,0.651611328125,1.93359375,0.6298828125
170,readout,,0,6,"1,0,0,0",,,,,,-3.422607421875,-0.00244140625,0.00830078125,0.659912109375,1.93359375,0.6298828125
170,readout,,0,7,"1,0,0,0",,,,,,-3.05908203125,0.31591796875,-0.96630859375,-0.306396484375,1.93359375,0.6298828125
170,readout,,0,8,"1,0,0,0",,,,,,1.09130859375,1.9990234375,2.181640625,1.875244140625,1.93359375,0.6298828125
170,readout,,0,9,"1,0,0,0",,,,,,-0.0263671875,-1.9990234375,0.052734375,1.927978515625,1.93359375,0.6298828125
170,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,1.93359375,1.93359375,0.6298828125
170,readout,,1,0,"1,0,0,0",,,,,,-1.686767578125,0.021240234375,-0.035888671875,-0.035888671875,1.93359375,0.6298828125
170,readout,,1,1,"1,0,0,0",,,,,,0.420166015625,-0.540771484375,-0.227294921875,-0.26318359375,1.93359375,0.6298828125
170,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.67626953125,1.93359375,0.6298828125
170,readout,,1,3,"1,0,0,0",,,,,,-0.7412109375,0.0478515625,-0.035400390625,-0.711669921875,1.93359375,0.6298828125
170,readout,,1,4,"1,0,0,0",,,,,,0.16259765625,-0.000244140625,0.0,-0.711669921875,1.93359375,0.6298828125
170,readout,,1,5,"1,0,0,0",,,,,,0.252685546875,0.17724609375,0.044677734375,-0.6669921875,1.93359375,0.6298828125
170,readout,,1,6,"1,0,0,0",,,,,,-3.422607421875,-0.113525390625,0.388671875,-0.2783203125,1.93359375,0.6298828125
170,readout,,1,7,"1,0,0,0",,,,,,-3.05908203125,-0.090576171875,0.277099609375,-0.001220703125,1.93359375,0.6298828125
170,readout,,1,8,"1,0,0,0",,,,,,1.09130859375,0.736328125,0.803466796875,0.80224609375,1.93359375,0.6298828125
170,readout,,1,9,"1,0,0,0",,,,,,-0.0263671875,0.166015625,-0.00439453125,0.7978515625,1.93359375,0.6298828125
170,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.6298828125,1.93359375,0.6298828125
171,neuron,0,,,"1,0,0,0",-1.475830078125,-0.21142578125,0.0,-1.687255859375,0,,,,,,
171,neuron,1,,,"1,0,0,0",0.36767578125,0.04296875,0.0,0.41064453125,0,,,,,,
171,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,-0.0078125,-3.9990234375,0,,,,,,
171,neuron,3,,,"1,0,0,0",-0.6484375,-0.090576171875,0.0,-0.739013671875,0,,,,,,
171,neuron,4,,,"1,0,0,0",0.142333984375,0.15283203125,0.14111328125,0.436279296875,0,,,,,,
171,neuron,5,,,"1,0,0,0",0.22119140625,0.571533203125,0.0,0.792724609375,0,,,,,,
171,neuron,6,,,"1,0,0,0",-2.994873046875,-0.427001953125,0.0,-3.421875,0,,,,,,
171,neuron,7,,,"1,0,0,0",-2.6767578125,-0.383056640625,0.0,-3.059814453125,0,,,,,,
171,readout,,0,0,"1,0,0,0",,,,,,-1.687255859375,-0.245849609375,0.414794921875,0.414794921875,2.00146484375,0.78857421875
171,readout,,0,1,"1,0,0,0",,,,,,0.41064453125,0.25048828125,0.102783203125,0.517578125,2.00146484375,0.78857421875
171,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.5791015625,2.00146484375,0.78857421875
171,readout,,0,3,"1,0,0,0",,,,,,-0.739013671875,-0.057373046875,0.04248046875,0.62158203125,2.00146484375,0.78857421875
171,readout,,0,4,"1,0,0,0",,,,,,0.436279296875,0.0048828125,0.002197265625,0.623779296875,2.00146484375,0.78857421875
171,readout,,0,5,"1,0,0,0",,,,,,0.792724609375,0.10595703125,0.083984375,0.707763671875,2.00146484375,0.78857421875
171,readout,,0,6,"1,0,0,0",,,,,,-3.421875,-0.00244140625,0.00830078125,0.716064453125,2.00146484375,0.78857421875
171,readout,,0,7,"1,0,0,0",,,,,,-3.059814453125,0.31591796875,-0.966552734375,-0.25048828125,2.00146484375,0.78857421875
171,readout,,0,8,"1,0,0,0",,,,,,1.156494140625,1.9990234375,2.311767578125,2.061279296875,2.00146484375,0.78857421875
171,readout,,0,9,"1,0,0,0",,,,,,0.03271484375,-1.9990234375,-0.0654296875,1.995849609375,2.00146484375,0.78857421875
171,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,2.00146484375,2.00146484375,0.78857421875
171,readout,,1,0,"1,0,0,0",,,,,,-1.687255859375,0.021240234375,-0.035888671875,-0.035888671875,2.00146484375,0.78857421875
171,readout,,1,1,"1,0,0,0",,,,,,0.41064453125,-0.540771484375,-0.22216796875,-0.258056640625,2.00146484375,0.78857421875
171,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.671142578125,2.00146484375,0.78857421875
171,readout,,1,3,"1,0,0,0",,,,,,-0.739013671875,0.0478515625,-0.035400390625,-0.70654296875,2.00146484375,0.78857421875
171,readout,,1,4,"1,0,0,0",,,,,,0.436279296875,-0.000244140625,0.0,-0.70654296875,2.00146484375,0.78857421875
171,readout,,1,5,"1,0,0,0",,,,,,0.792724609375,0.17724609375,0.140625,-0.56591796875,2.00146484375,0.78857421875
171,readout,,1,6,"1,0,0,0",,,,,,-3.421875,-0.113525390625,0.388427734375,-0.177490234375,2.00146484375,0.78857421875
171,readout,,1,7,"1,0,0,0",,,,,,-3.059814453125,-0.090576171875,0.277099609375,0.099609375,2.00146484375,0.78857421875
171,readout,,1,8,"1,0,0,0",,,,,,1.156494140625,0.736328125,0.8515625,0.951171875,2.00146484375,0.78857421875
171,readout,,1,9,"1,0,0,0",,,,,,0.03271484375,0.166015625,0.00537109375,0.95654296875,2.00146484375,0.78857421875
171,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.78857421875,2.00146484375,0.78857421875
172,neuron,0,,,"1,0,0,0",-1.476318359375,-0.21142578125,0.0,-1.687744140625,0,,,,,,
172,neuron,1,,,"1,0,0,0",0.359375,0.04296875,0.0,0.40234375,0,,,,,,
172,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,0.0,-3.9990234375,0,,,,,,
172,neuron,3,,,"1,0,0,0",-0.646728515625,-0.090576171875,0.0,-0.7373046875,0,,,,,,
172,neuron,4,,,"1,0,0,0",0.3818359375,0.15283203125,0.0,0.53466796875,0,,,,,,
172,neuron,5,,,"1,0,0,0",0.693603515625,0.571533203125,0.0,0.26513671875,1,,,,,,
172,neuron,6,,,"1,0,0,0",-2.994140625,-0.427001953125,0.0,-3.421142578125,0,,,,,,
172,neuron,7,,,"1,0,0,0",-2.67724609375,-0.383056640625,0.0,-3.060302734375,0,,,,,,
172,readout,,0,0,"1,0,0,0",,,,,,-1.687744140625,-0.245849609375,0.4150390625,0.4150390625,2.001953125,0.6875
172,readout,,0,1,"1,0,0,0",,,,,,0.40234375,0.25048828125,0.100830078125,0.515869140625,2.001953125,0.6875
172,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.577392578125,2.001953125,0.6875
172,readout,,0,3,"1,0,0,0",,,,,,-0.7373046875,-0.057373046875,0.042236328125,0.61962890625,2.001953125,0.6875
172,readout,,0,4,"1,0,0,0",,,,,,0.53466796875,0.0048828125,0.002685546875,0.622314453125,2.001953125,0.6875
172,readout,,0,5,"1,0,0,0",,,,,,0.26513671875,0.10595703125,0.028076171875,0.650390625,2.001953125,0.6875
172,readout,,0,6,"1,0,0,0",,,,,,-3.421142578125,-0.00244140625,0.00830078125,0.65869140625,2.001953125,0.6875
172,readout,,0,7,"1,0,0,0",,,,,,-3.060302734375,0.31591796875,-0.966796875,-0.30810546875,2.001953125,0.6875
172,readout,,0,8,"1,0,0,0",,,,,,1.14892578125,1.9990234375,2.296630859375,1.988525390625,2.001953125,0.6875
172,readout,,0,9,"1,0,0,0",,,,,,-0.00390625,-1.9990234375,0.0078125,1.996337890625,2.001953125,0.6875
172,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,2.001953125,2.001953125,0.6875
172,readout,,1,0,"1,0,0,0",,,,,,-1.687744140625,0.021240234375,-0.035888671875,-0.035888671875,2.001953125,0.6875
172,readout,,1,1,"1,0,0,0",,,,,,0.40234375,-0.540771484375,-0.217529296875,-0.25341796875,2.001953125,0.6875
172,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.66650390625,2.001953125,0.6875
172,readout,,1,3,"1,0,0,0",,,,,,-0.7373046875,0.0478515625,-0.035400390625,-0.701904296875,2.001953125,0.6875
172,readout,,1,4,"1,0,0,0",,,,,,0.53466796875,-0.000244140625,-0.000244140625,-0.7021484375,2.001953125,0.6875
172,readout,,1,5,"1,0,0,0",,,,,,0.26513671875,0.17724609375,0.046875,-0.6552734375,2.001953125,0.6875
172,readout,,1,6,"1,0,0,0",,,,,,-3.421142578125,-0.113525390625,0.388427734375,-0.266845703125,2.001953125,0.6875
172,readout,,1,7,"1,0,0,0",,,,,,-3.060302734375,-0.090576171875,0.277099609375,0.01025390625,2.001953125,0.6875
172,readout,,1,8,"1,0,0,0",,,,,,1.14892578125,0.736328125,0.845947265625,0.856201171875,2.001953125,0.6875
172,readout,,1,9,"1,0,0,0",,,,,,-0.00390625,0.166015625,-0.000732421875,0.85546875,2.001953125,0.6875
172,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.6875,2.001953125,0.6875
173,neuron,0,,,"1,0,0,0",-1.476806640625,-0.21142578125,0.0,-1.688232421875,0,,,,,,
173,neuron,1,,,"1,0,0,0",0.35205078125,0.04296875,0.0,0.39501953125,0,,,,,,
173,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,-0.0078125,-3.9990234375,0,,,,,,
173,neuron,3,,,"1,0,0,0",-0.64501953125,-0.090576171875,0.0,-0.735595703125,0,,,,,,
173,neuron,4,,,"1,0,0,0",0.4677734375,0.15283203125,0.14111328125,0.76171875,0,,,,,,
173,neuron,5,,,"1,0,0,0",0.23193359375,0.571533203125,0.0,0.803466796875,0,,,,,,
173,neuron,6,,,"1,0,0,0",-2.993408203125,-0.427001953125,0.0,-3.42041015625,0,,,,,,
173,neuron,7,,,"1,0,0,0",-2.677734375,-0.383056640625,0.0,-3.060791015625,0,,,,,,
173,readout,,0,0,"1,0,0,0",,,,,,-1.688232421875,-0.245849609375,0.4150390625,0.4150390625,2.108642578125,0.8359375
173,readout,,0,1,"1,0,0,0",,,,,,0.39501953125,0.25048828125,0.098876953125,0.513916015625,2.108642578125,0.8359375
173,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.575439453125,2.108642578125,0.8359375
173,readout,,0,3,"1,0,0,0",,,,,,-0.735595703125,-0.057373046875,0.042236328125,0.61767578125,2.108642578125,0.8359375
173,readout,,0,4,"1,0,0,0",,,,,,0.76171875,0.0048828125,0.003662109375,0.621337890625,2.108642578125,0.8359375
173,readout,,0,5,"1,0,0,0",,,,,,0.803466796875,0.10595703125,0.085205078125,0.70654296875,2.108642578125,0.8359375
173,readout,,0,6,"1,0,0,0",,,,,,-3.42041015625,-0.00244140625,0.00830078125,0.71484375,2.108642578125,0.8359375
173,readout,,0,7,"1,0,0,0",,,,,,-3.060791015625,0.31591796875,-0.967041015625,-0.252197265625,2.108642578125,0.8359375
173,readout,,0,8,"1,0,0,0",,,,,,1.20751953125,1.9990234375,2.413818359375,2.16162109375,2.108642578125,0.8359375
173,readout,,0,9,"1,0,0,0",,,,,,0.029296875,-1.9990234375,-0.05859375,2.10302734375,2.108642578125,0.8359375
173,readout,,0,10,"1,0,0,0",,,,,,1.0,0.005615234375,0.005615234375,2.108642578125,2.108642578125,0.8359375
173,readout,,1,0,"1,0,0,0",,,,,,-1.688232421875,0.021240234375,-0.035888671875,-0.035888671875,2.108642578125,0.8359375
173,readout,,1,1,"1,0,0,0",,,,,,0.39501953125,-0.540771484375,-0.213623046875,-0.24951171875,2.108642578125,0.8359375
173,readout,,1,2,"1,0,0,0",,,,,,-3.9990234375,0.103271484375,-0.4130859375,-0.66259765625,2.108642578125,0.8359375
173,readout,,1,3,"1,0,0,0",,,,,,-0.735595703125,0.0478515625,-0.03515625,-0.69775390625,2.108642578125,0.8359375
173,readout,,1,4,"1,0,0,0",,,,,,0.76171875,-0.000244140625,-0.000244140625,-0.697998046875,2.108642578125,0.8359375
173,readout,,1,5,"1,0,0,0",,,,,,0.803466796875,0.17724609375,0.142333984375,-0.5556640625,2.108642578125,0.8359375
173,readout,,1,6,"1,0,0,0",,,,,,-3.42041015625,-0.113525390625,0.38818359375,-0.16748046875,2.108642578125,0.8359375
173,readout,,1,7,"1,0,0,0",,,,,,-3.060791015625,-0.090576171875,0.27734375,0.10986328125,2.108642578125,0.8359375
173,readout,,1,8,"1,0,0,0",,,,,,1.20751953125,0.736328125,0.88916015625,0.9990234375,2.108642578125,0.8359375
173,readout,,1,9,"1,0,0,0",,,,,,0.029296875,0.166015625,0.0048828125,1.00390625,2.108642578125,0.8359375
173,readout,,1,10,"1,0,0,0",,,,,,1.0,-0.16796875,-0.16796875,0.8359375,2.108642578125,0.8359375
174,neuron,0,,,"1,0,0,0",-1.477294921875,-0.21142578125,0.0,-1.688720703125,0,,,,,,
174,neuron,1,,,"1,0,0,0",0.345703125,0.04296875,0.0,0.388671875,0,,,,,,
174,neuron,2,,,"1,0,0,0",-3.4990234375,-0.554931640625,0.0,-3.9990234375,0,,,,,,
174,neuron,3,,,"1,0,0,0",-0.6435546875,-0.090576171875,0.0,-0.734130859375,0,,,,,,
174,neuron,4,,,"1,0,0,0",0.66650390625,0.15283203125,0.0,0.8193359375,0,,,,,,
174,neuron,5,,,"1,0,0,0",0.703125,0.571533203125,0.0,0.274658203125,1,,,,,,
174,neuron,6,,,"1,0,0,0",-2.992919921875,-0.427001953125,0.0,-3.419921875,0,,,,,,
174,neuron,7,,,"1,0,0,0",-2.67822265625,-0.383056640625,0.0,-3.061279296875,0,,,,,,
174,readout,,0,0,"1,0,0,0",,,,,,-1.688720703125,-0.245849609375,0.415283203125,0.415283203125,2.031494140625,0.676513671875
174,readout,,0,1,"1,0,0,0",,,,,,0.388671875,0.25048828125,0.097412109375,0.5126953125,2.031494140625,0.676513671875
174,readout,,0,2,"1,0,0,0",,,,,,-3.9990234375,-0.015380859375,0.0615234375,0.57421875,2.031494140625,0.676513671875
174,readout,,0,3,"1,0,0,0",,,,,,-0.734130859375,-0.057373046875,0.042236328125,0.616455078125,2.031494140625,0.676513671875
174,readout,,0,4,"1,0,0,0",,,,,,0.8193359375,0.0048828125,0.00390625,0.620361328125,2.031494140625,0.676513671875
174,readout,,0,5,"1,0,0,0",,,,,,0.274658203125,0.10595703125,0.029052734375,0.6494140625,2.031494140625,0.676513671875
174,readout,,0,6,"1,0,0,0",,,,,,-3.419921875,-0.00244140625,0.00830078125,0.65771484375,2.031494140625,0.676513671875
