t,measurement,delta,true_position,true_velocity,snn_position,snn_velocity,kalman_position,kalman_velocity,qkalman_position,qkalman_velocity,hwsnn_position,hwsnn_velocity,input_spike_0,input_spike_1,input_spike_2,input_spike_3,reservoir_spike_0,reservoir_spike_1,reservoir_spike_2,reservoir_spike_3,reservoir_spike_4,reservoir_spike_5,reservoir_spike_6,reservoir_spike_7,membrane_0,membrane_1,membrane_2,membrane_3,membrane_4,membrane_5,membrane_6,membrane_7
69,0.8586269335215712,-0.0015195424156398962,0.8594928631185436,0.5438935540874268,0.37939453125,0.292724609375,0.7783160044278572,0.19854448814548972,0.792724609375,0.241455078125,0.37939453125,0.292724609375,1,0,0,0,0,0,0,0,0,1,0,0,-1.8896484375,-0.021240234375,-3.9990234375,-1.3359375,0.4228515625,0.333984375,-3.34912109375,-3.02685546875
70,0.8654603870188186,0.006833453497247399,0.870690295752448,0.5598716316952257,0.4384765625,0.36962890625,0.7875832629116339,0.2063006385720828,0.8046875,0.250732421875,0.4384765625,0.36962890625,1,0,0,0,0,0,0,0,0,0,0,0,-1.86474609375,0.0244140625,-3.9990234375,-1.259521484375,0.6640625,0.86376953125,-3.357421875,-3.031494140625
71,0.9467381130913468,0.08127772607252826,0.8822072899385085,0.5758497093030246,0.41650390625,0.2841796875,0.8015143243755563,0.22063399827841537,0.823974609375,0.26953125,0.41650390625,0.2841796875,1,0,0,0,0,0,0,0,0,1,0,0,-1.843017578125,0.064453125,-3.9990234375,-1.192626953125,0.73388671875,0.327392578125,-3.36474609375,-3.03564453125
72,1.0011713876131818,0.054433274521834996,0.894043845676725,0.5918277869108235,0.52734375,0.37890625,0.8181959497309608,0.23854225511738492,0.84716796875,0.293212890625,0.52734375,0.37890625,1,0,0,0,0,0,0,0,0,0,0,0,-1.823974609375,0.099365234375,-3.9990234375,-1.134033203125,0.93603515625,0.85791015625,-3.37109375,-3.039306640625
73,0.9637288954107688,-0.037442492202413025,0.9061999629670975,0.6078058645186224,0.4775390625,0.257080078125,0.8317580139925734,0.2513582408302084,0.864501953125,0.308349609375,0.4775390625,0.257080078125,1,0,0,0,0,0,0,0,0,1,0,0,-1.807373046875,0.1298828125,-3.9990234375,-1.082763671875,0.971923828125,0.322265625,-3.376708984375,-3.04248046875
74,0.9747643208155666,0.01103542540479785,0.9186756418096259,0.6237839421264213,0.519287109375,0.344970703125,0.8453526083963383,0.26383526167590354,0.88134765625,0.32275390625,0.519287109375,0.344970703125,1,0,0,0,0,0,0,0,1,0,0,0,-1.79296875,0.15673828125,-3.9990234375,-1.0380859375,0.144287109375,0.853515625,-3.381591796875,-3.045166015625
75,0.9808809981144408,0.006116677298874218,0.9314708822043103,0.6397620197342202,0.47998046875,0.208984375,0.8586725158513978,0.2755393963821059,0.8974609375,0.335693359375,0.47998046875,0.208984375,1,0,0,0,0,0,0,0,0,1,0,0,-1.7802734375,0.232177734375,-3.9990234375,-0.998779296875,0.279052734375,0.29150390625,-3.385986328125,-3.047607421875
76,1.047301161648909,0.06642016353446811,0.9445856841511506,0.6557400973420191,0.565185546875,0.320068359375,0.8754323418053659,0.2918985326963292,0.919189453125,0.35546875,0.565185546875,0.320068359375,1,0,0,0,0,0,0,0,0,0,0,0,-1.76904296875,0.24609375,-3.9990234375,-0.964599609375,0.5380859375,0.82666015625,-3.3896484375,-3.0498046875
77,0.9842081346558021,-0.06309302699310682,0.958020047650147,0.671718174949818,0.509033203125,0.19873046875,0.8875628367532453,0.3010455968067681,0.932373046875,0.363525390625,0.509033203125,0.19873046875,1,0,0,0,0,0,0,0,0,1,0,0,-1.75927734375,0.25830078125,-3.9990234375,-0.9345703125,0.62353515625,0.294921875,-3.392822265625,-3.051513671875
78,0.8784178584665763,-0.10579027618922587,0.9717739727012994,0.6876962525576169,0.49755859375,0.257080078125,0.8926609543388043,0.29970455119803047,0.933349609375,0.35498046875,0.49755859375,0.257080078125,1,0,0,0,0,0,0,0,0,0,0,0,-1.750732421875,0.26904296875,-3.9990234375,-0.908447265625,0.839599609375,0.82958984375,-3.395751953125,-3.05322265625
79,1.0338911280882188,0.15547326962164254,0.9855681299098025,0.6897078604251532,0.460205078125,0.21337890625,0.9068478801677935,0.31160923040543687,0.9501953125,0.36474609375,0.460205078125,0.21337890625,1,0,0,0,0,0,0,0,0,1,0,0,-1.743408203125,0.2783203125,-3.9990234375,-0.885498046875,0.887451171875,0.29736328125,-3.398193359375,-3.0546875
80,1.1700705514691332,0.13617942338091438,0.9994025192756563,0.6917194682926895,0.627685546875,0.34521484375,0.928585230259619,0.33413923647537086,0.9794921875,0.37939453125,0.627685546875,0.34521484375,1,0,0,0,0,0,0,0,1,0,0,0,-1.73681640625,0.28662109375,-3.9990234375,-0.865478515625,0.070556640625,0.831787109375,-3.400390625,-3.055908203125
81,1.0319192520363574,-0.13815129943277582,1.0132771407988608,0.6937310761602258,0.58056640625,0.165283203125,0.9410769071438454,0.3425809368692518,0.99169921875,0.380859375,0.58056640625,0.165283203125,1,0,0,0,0,0,0,0,0,1,0,0,-1.731201171875,0.345703125,-3.9990234375,-0.847900390625,0.214599609375,0.2724609375,-3.40234375,-3.056884765625
82,1.1259665703513464,0.09404731831498903,1.0271919944794161,0.6957426840277621,0.618896484375,0.297607421875,0.9585903056134973,0.35807846698505985,1.012451171875,0.380859375,0.618896484375,0.297607421875,1,0,0,0,0,0,0,0,0,0,0,0,-1.726318359375,0.345458984375,-3.9990234375,-0.83251953125,0.481689453125,0.809814453125,-3.404052734375,-3.057861328125
83,1.046132437732935,-0.07983413261841132,1.0411470803173222,0.6977542918952984,0.56640625,0.1748046875,0.9705491991320592,0.365053831886423,1.022705078125,0.3798828125,0.56640625,0.1748046875,1,0,0,0,0,0,0,0,0,1,0,0,-1.721923828125,0.34521484375,-3.9990234375,-0.819091796875,0.57421875,0.280029296875,-3.405517578125,-3.05859375
84,0.9548811389012997,-0.09125129883163541,1.055142398312579,0.6997658997628347,0.55419921875,0.244140625,0.9764837441371118,0.3630661065438514,1.0224609375,0.385009765625,0.55419921875,0.244140625,1,0,0,0,0,0,0,0,0,0,0,0,-1.718017578125,0.344970703125,-3.9990234375,-0.807373046875,0.79638671875,0.816650390625,-3.40673828125,-3.059326171875
85,1.1148474193203544,0.1599662804190547,1.0691779484651864,0.701777507630371,0.5244140625,0.206298828125,0.9915219230488017,0.3743832939258897,1.0390625,0.376220703125,0.5244140625,0.206298828125,1,0,0,0,0,0,0,0,0,1,0,0,-1.714599609375,0.3447265625,-3.9990234375,-0.797119140625,0.849609375,0.2861328125,-3.407958984375,-3.06005859375
86,1.3251797646796661,0.21033234535931178,1.0832537307751446,0.7037891154979072,0.565185546875,0.545166015625,1.01830454880868,0.4024764416183163,1.075439453125,0.337890625,0.565185546875,0.545166015625,1,0,1,0,0,0,0,0,1,1,0,0,-1.530517578125,-0.185791015625,-3.9990234375,-1.239501953125,0.1298828125,0.252197265625,-3.638671875,-2.893798828125
87,1.2158630577898477,-0.10931670688981843,1.0973697452424536,0.7058007233654435,0.685791015625,0.530517578125,1.037536057994221,0.41876631049919394,1.09619140625,0.31494140625,0.685791015625,0.530517578125,1,0,0,0,0,0,0,0,0,0,0,0,-1.550537109375,-0.067626953125,-3.9990234375,-1.175048828125,0.40771484375,0.765380859375,-3.61083984375,-2.9150390625
88,1.1282235425045422,-0.08763951528530556,1.1115259918671132,0.7078123312329798,0.559814453125,0.3857421875,1.0507566926380083,0.4258291446429568,1.105224609375,0.310546875,0.559814453125,0.3857421875,1,0,0,0,0,0,0,0,0,1,0,0,-1.568115234375,-0.01611328125,-3.9990234375,-1.11865234375,0.509521484375,0.2412109375,-3.58642578125,-2.933837890625
89,1.0521309529723029,-0.0760925895322393,1.1257224706491236,0.7098239391005161,0.56005859375,0.436279296875,1.0588537671715883,0.4252172597164561,1.105224609375,0.32080078125,0.56005859375,0.436279296875,1,0,0,0,0,0,0,0,0,0,0,0,-1.58349609375,0.02880859375,-3.9990234375,-1.0693359375,0.73974609375,0.782470703125,-3.565185546875,-2.9501953125
90,1.1583966901778722,0.10626573720556931,1.1399591815884846,0.7118355469680524,0.5224609375,0.360107421875,1.0726944296395677,0.4330057259369589,1.116455078125,0.312744140625,0.5224609375,0.360107421875,1,0,0,0,0,0,0,0,0,1,0,0,-1.596923828125,0.068115234375,-3.9990234375,-1.026123046875,0.800048828125,0.256103515625,-3.546630859375,-2.964599609375
91,1.2255703655126842,0.067173675334812,1.1542361246851964,0.7138471548355887,0.6552734375,0.45654296875,1.0897920012094153,0.4453285345026626,1.133544921875,0.294921875,0.6552734375,0.45654296875,1,0,0,0,0,0,0,0,0,0,0,0,-1.608642578125,0.1025390625,-3.9990234375,-0.988525390625,0.993896484375,0.795654296875,-3.5302734375,-2.97705078125
92,1.1878983851731302,-0.03767198033955399,1.168553299939259,0.715858762703125,0.61083984375,0.3330078125,1.1039082254026313,0.4529422878111391,1.14453125,0.28662109375,0.61083984375,0.3330078125,1,0,0,0,0,0,0,0,1,1,0,0,-1.618896484375,0.1328125,-3.9990234375,-0.95556640625,0.0224609375,0.267822265625,-3.515869140625,-2.988037109375
93,1.2136001561744503,0.025701771001320095,1.1829107073506722,0.7178703705706613,0.678955078125,0.39111328125,1.11883509691108,0.46152402920200397,1.156982421875,0.275634765625,0.678955078125,0.39111328125,1,0,0,0,0,0,0,0,0,0,0,0,-1.6279296875,0.211181640625,-3.9990234375,-0.9267578125,0.3134765625,0.779052734375,-3.50341796875,-2.99755859375
94,1.0918010199384296,-0.12179913623602068,1.197308346919436,0.7198819784381976,0.587890625,0.248779296875,1.1259540511014399,0.4584339269367712,1.1552734375,0.287841796875,0.587890625,0.248779296875,1,0,0,0,0,0,0,0,0,1,0,0,-1.6357421875,0.227783203125,-3.9990234375,-0.901611328125,0.42724609375,0.253173828125,-3.492431640625,-3.005859375
95,1.2310431153914398,0.13924209545301025,1.2117462186455508,0.7218935863057339,0.654541015625,0.38720703125,1.1407002493290925,0.46660178073552594,1.16845703125,0.27587890625,0.654541015625,0.38720703125,1,0,0,0,0,0,0,0,0,0,0,0,-1.642578125,0.2421875,-3.9990234375,-0.87939453125,0.667724609375,0.79296875,-3.48291015625,-3.01318359375
96,1.2383163935490809,0.0072732781576410055,1.2262243225290161,0.7239051941732702,0.659423828125,0.28466796875,1.1551594659335584,0.4741151010889579,1.1806640625,0.264892578125,0.659423828125,0.28466796875,1,0,0,0,0,0,0,0,0,1,0,0,-1.648681640625,0.2548828125,-3.9990234375,-0.860107421875,0.737060546875,0.265380859375,-3.474609375,-3.01953125
97,1.2833208101160387,0.04500441656695786,1.2407426585698322,0.7259168020408064,0.73974609375,0.388671875,1.1715264315586418,0.4842103458125264,1.196044921875,0.248046875,0.73974609375,0.388671875,1,0,0,0,0,0,0,0,0,0,0,0,-1.654052734375,0.26611328125,-3.9990234375,-0.84326171875,0.93896484375,0.8037109375,-3.46728515625,-3.025146484375
98,1.17745385096773,-0.10586695914830879,1.255301226767999,0.7279284099083427,0.660400390625,0.25390625,1.1809929269110317,0.48389090552434916,1.198486328125,0.252197265625,0.660400390625,0.25390625,1,0,0,0,0,0,0,0,0,1,0,0,-1.65869140625,0.27587890625,-3.9990234375,-0.828369140625,0.974365234375,0.274658203125,-3.4609375,-3.030029296875
99,1.340735061693877,0.16328121072614699,1.2699000271235166,0.729940017775879,0.7373046875,0.402099609375,1.199359131299326,0.4966468759499774,1.2177734375,0.228515625,0.7373046875,0.402099609375,1,0,0,0,0,0,0,0,1,0,0,0,-1.662841796875,0.284423828125,-3.9990234375,-0.8154296875,0.146484375,0.811767578125,-3.455322265625,-3.034423828125
100,1.3471964273727743,0.006461365678897435,1.2845390596363848,0.7319516256434153,0.76123046875,0.26806640625,1.2172697066700615,0.5083662959694824,1.2353515625,0.20703125,0.76123046875,0.26806640625,1,0,0,0,0,0,0,0,0,1,0,0,-1.66650390625,0.34375,-3.9990234375,-0.803955078125,0.281005859375,0.2548828125,-3.450439453125,-3.0380859375
101,1.375309819180896,0.028113391808121557,1.2992183243066038,0.7339632335109516,0.832275390625,0.372802734375,1.2359848322927285,0.520930473036236,1.253662109375,0.18359375,0.832275390625,0.372802734375,1,0,0,0,0,0,0,0,0,0,0,0,-1.669677734375,0.34375,-3.9990234375,-0.7939453125,0.539794921875,0.794677734375,-3.446044921875,-3.041259765625
102,1.2872014315953595,-0.08810838758553641,1.3139378211341735,0.7359748413784879,0.752197265625,0.25,1.2487601571391762,0.5243964418902545,1.260498046875,0.178466796875,0.752197265625,0.25,1,0,0,0,0,0,0,0,0,1,0,0,-1.67236328125,0.34375,-3.9990234375,-0.785400390625,0.625244140625,0.266845703125,-3.4423828125,-3.044189453125
103,1.4638341700562392,0.17663273846087968,1.3286975501190939,0.7379864492460242,0.8447265625,0.406005859375,1.2710588184681109,0.5417753144921241,1.284912109375,0.14404296875,0.8447265625,0.406005859375,1,0,0,0,0,0,0,0,0,0,0,0,-1.6748046875,0.34375,-3.9990234375,-0.77783203125,0.841064453125,0.804931640625,-3.439208984375,-3.046630859375
104,1.4305609212157853,-0.033273248840453906,1.343497511261365,0.7399980571135605,0.845703125,0.2958984375,1.2904720920430663,0.5544033379386996,1.302734375,0.119384765625,0.845703125,0.2958984375,1,0,0,0,0,0,0,0,0,1,0,0,-1.6767578125,0.34375,-3.9990234375,-0.771240234375,0.888671875,0.27587890625,-3.436279296875,-3.048828125
105,1.554126041049643,0.12356511983385765,1.3583377045609868,0.7420096649810968,0.93408203125,0.43310546875,1.3161255178406102,0.5758563140379416,1.3310546875,0.076416015625,0.93408203125,0.43310546875,1,0,0,0,0,0,0,0,1,0,0,0,-1.6787109375,0.34375,-3.9990234375,-0.765380859375,0.071533203125,0.81298828125,-3.433837890625,-3.05078125
106,1.5055315646704286,-0.048594476379214324,1.3732181300179596,0.7440212728486331,0.918701171875,0.2861328125,1.337896908242814,0.5909663272810999,1.350341796875,0.046630859375,0.918701171875,0.2861328125,1,0,0,0,0,0,0,0,0,1,0,0,-1.68017578125,0.395751953125,-3.9990234375,-0.76025390625,0.21533203125,0.256103515625,-3.431640625,-3.052490234375
107,1.3838741466038205,-0.12165741806660813,1.3884800456799162,0.7630957830978329,0.90673828125,0.34716796875,1.351684472115523,0.5938678135672985,1.354736328125,0.041015625,0.90673828125,0.34716796875,1,0,0,0,0,0,0,0,0,0,0,0,-1.681640625,0.38916015625,-3.9990234375,-0.755859375,0.482421875,0.795654296875,-3.4296875,-3.053955078125
108,1.3801352734213646,-0.003738873182455915,1.4041234515468568,0.7821702933470327,0.799560546875,0.25927734375,1.3645164891975927,0.5952756870619045,1.35791015625,0.036865234375,0.799560546875,0.25927734375,1,0,0,0,0,0,0,0,0,1,0,0,-1.682861328125,0.383544921875,-3.9990234375,-0.751953125,0.574951171875,0.267822265625,-3.427978515625,-3.05517578125
109,1.4818949375446093,0.10175966412324478,1.4201483476187815,0.8012448035962325,0.895751953125,0.390869140625,1.3824955910363659,0.6042359392713221,1.371337890625,0.015625,0.895751953125,0.390869140625,1,0,0,0,0,0,0,0,0,0,0,0,-1.683837890625,0.378662109375,-3.9990234375,-0.74853515625,0.797119140625,0.805908203125,-3.426513671875,-3.056396484375
110,1.5956876063495957,0.1137926688049864,1.43655473389569,0.8203193138454323,0.924072265625,0.333251953125,1.4061578513479056,0.6213219496442459,1.394775390625,-0.02294921875,0.924072265625,0.333251953125,1,0,0,0,0,0,0,0,0,1,0,0,-1.684814453125,0.374267578125,-3.9990234375,-0.74560546875,0.850341796875,0.276611328125,-3.42529296875,-3.057373046875
111,1.407129386240543,-0.18855822010905277,1.4533426103775828,0.8393938240946321,0.945556640625,0.365234375,1.4179249967291294,0.6203486604673301,1.3955078125,-0.025146484375,0.945556640625,0.365234375,1,0,0,0,0,0,0,0,1,0,0,0,-1.685546875,0.370361328125,-3.9990234375,-0.742919921875,0.0380859375,0.8134765625,-3.424072265625,-3.058349609375
112,1.3461760524734134,-0.060953333767129525,1.4705119770644595,0.858468334343832,0.80029296875,0.226806640625,1.4254893074258963,0.6131975167987249,1.389892578125,-0.016845703125,0.80029296875,0.226806640625,1,0,0,0,0,0,0,0,0,1,0,0,-1.686279296875,0.4189453125,-3.9990234375,-0.74072265625,0.18603515625,0.256591796875,-3.423095703125,-3.05908203125
113,1.4324134758744134,0.08623742340099994,1.48806283395632,0.8775428445930318,0.8662109375,0.357666015625,1.4374460394424005,0.6127437250851832,1.39404296875,-0.024169921875,0.8662109375,0.357666015625,1,0,0,0,0,0,0,0,0,0,0,0,-1.68701171875,0.40966796875,-3.9990234375,-0.73876953125,0.456787109375,0.796142578125,-3.422119140625,-3.059814453125
114,1.532138498231966,0.09972502235755254,1.5059951810531647,0.8966173548422316,0.88232421875,0.29833984375,1.4544431543649947,0.6197502294963664,1.407958984375,-0.048095703125,0.88232421875,0.29833984375,1,0,0,0,0,0,0,0,0,1,0,0,-1.6875,0.4013671875,-3.9990234375,-0.737060546875,0.552490234375,0.26806640625,-3.42138671875,-3.060302734375
115,1.4634473533165064,-0.06869114491545947,1.5243090183549932,0.9156918650914314,0.951416015625,0.3720703125,1.4666431271437559,0.6194620107225547,1.412841796875,-0.057861328125,0.951416015625,0.3720703125,1,0,0,0,0,0,0,0,0,0,0,0,-1.68798828125,0.39404296875,-3.9990234375,-0.735595703125,0.77734375,0.80615234375,-3.420654296875,-3.060791015625
116,1.7701111257308377,0.3066637724143313,1.543004345861806,0.9347663753406312,0.9365234375,0.740478515625,1.4957727655448045,0.6442061625584445,1.44873046875,-0.11962890625,0.9365234375,0.740478515625,1,0,1,0,0,0,0,0,0,1,0,0,-1.50732421875,-0.142822265625,-3.9990234375,-1.185546875,0.925537109375,0.70703125,-3.64990234375,-2.89453125
117,1.739213492983846,-0.030897632746991643,1.5620811635736025,0.953840885589831,0.9990234375,0.597412109375,1.521915347502719,0.663807297095168,1.4765625,-0.170166015625,0.9990234375,0.597412109375,1,0,0,0,0,0,0,0,1,1,0,0,-1.5302734375,-0.08203125,-3.9990234375,-1.1279296875,0.103759765625,0.190185546875,-3.62060546875,-2.915771484375
118,1.6902267485682547,-0.048986744415591366,1.5815394714903832,0.9729153958390309,1.0458984375,0.6181640625,1.5441063167151965,0.6769890788044417,1.49560546875,-0.20751953125,1.0458984375,0.6181640625,1,0,0,0,0,0,0,0,0,0,0,0,-1.55029296875,0.023193359375,-3.9990234375,-1.077392578125,0.384765625,0.711181640625,-3.594970703125,-2.934326171875
119,1.7038868926451671,0.013660144076912406,1.6013792696121478,0.9919899060882307,0.984619140625,0.51171875,1.5660546921150704,0.6894242055369851,1.513427734375,-0.244140625,0.984619140625,0.51171875,1,0,0,0,0,0,0,0,0,1,0,0,-1.56787109375,0.063232421875,-3.9990234375,-1.033203125,0.489501953125,0.19384765625,-3.572509765625,-2.95068359375
120,1.6294063286839113,-0.0744805639612558,1.6216005579388963,1.0110644163374305,1.02490234375,0.56494140625,1.5826928250691796,0.6936389994016819,1.52099609375,-0.264892578125,1.02490234375,0.56494140625,1,0,0,0,0,0,0,0,0,0,0,0,-1.583251953125,0.098388671875,-3.9990234375,-0.99462890625,0.72216796875,0.7412109375,-3.552978515625,-2.96484375
121,1.7193535036609424,0.08994717497703109,1.642203336470629,1.0301389265866303,0.98095703125,0.488525390625,1.6036250395797327,0.7040815401766818,1.53662109375,-0.300048828125,0.98095703125,0.488525390625,1,0,0,0,0,0,0,0,0,1,0,0,-1.5966796875,0.129150390625,-3.9990234375,-0.9609375,0.78466796875,0.219970703125,-3.535888671875,-2.977294921875
122,1.7953473906660449,0.07599388700510246,1.6631876052073455,1.0492134368358301,1.110595703125,0.592529296875,1.6279194159380461,0.7191901184631955,1.557861328125,-0.345703125,1.110595703125,0.592529296875,1,0,0,0,0,0,0,0,0,0,0,0,-1.6083984375,0.156005859375,-3.9990234375,-0.931396484375,0.98046875,0.763916015625,-3.52099609375,-2.98828125
123,1.742279781210294,-0.05306760945575095,1.6845533641490462,1.06828794708503,1.063232421875,0.468017578125,1.6480508242037133,0.7276937976124307,1.57080078125,-0.378662109375,1.063232421875,0.468017578125,1,0,0,0,0,0,0,0,1,1,0,0,-1.61865234375,0.179443359375,-3.9990234375,-0.905517578125,0.0107421875,0.239990234375,-3.5078125,-2.997802734375
124,1.8286275362046769,0.08634775499438296,1.7063006132957308,1.0873624573342298,1.14892578125,0.55029296875,1.672149087363761,0.7418159574127245,1.5908203125,-0.42431640625,1.14892578125,0.55029296875,1,0,0,0,0,0,0,0,0,0,0,0,-1.627685546875,0.251953125,-3.9990234375,-0.8828125,0.30322265625,0.754638671875,-3.496337890625,-3.006103515625
125,1.6402301808059119,-0.188397355398765,1.7284293526473995,1.1064369675834296,1.054443359375,0.38720703125,1.6842975627731824,0.7378386874122893,1.58837890625,-0.434326171875,1.054443359375,0.38720703125,1,0,0,0,0,0,0,0,0,1,0,0,-1.6357421875,0.263427734375,-3.9990234375,-0.863037109375,0.418212890625,0.23193359375,-3.486328125,-3.013427734375
126,1.852629494678446,0.2123993138725342,1.750939582204052,1.1255114778326294,0.9658203125,0.73291015625,1.7078829043462198,0.7509032386413894,1.60791015625,-0.4814453125,0.9658203125,0.73291015625,1,0,1,0,0,0,0,0,0,1,0,0,-1.46142578125,-0.257080078125,-3.9990234375,-1.297119140625,0.75244140625,0.20458984375,-3.707275390625,-2.85302734375
127,1.6212193715218417,-0.23141012315660436,1.7738313019656886,1.1445859880818292,1.1015625,0.601806640625,1.7170556462406135,0.7422529319990624,1.600830078125,-0.4853515625,1.1015625,0.601806640625,1,0,0,1,0,0,0,0,0,0,0,0,-2.00341796875,-0.1728515625,-3.9990234375,-1.5576171875,0.828369140625,0.498046875,-3.29150390625,-3.032470703125
128,1.6833038271531335,0.062084455631291835,1.7971045119323092,1.163660498331029,0.9814453125,0.515380859375,1.72910705175489,0.7381185539495364,1.6005859375,-0.501220703125,0.9814453125,0.515380859375,1,0,0,0,0,0,0,0,0,1,0,0,-1.96435546875,-0.1083984375,-3.9990234375,-1.453369140625,0.877685546875,0.00732421875,-3.30712890625,-3.036376953125
129,1.9931717646686686,0.3098679375155351,1.8207592121039138,1.1827350085802288,1.02783203125,0.872314453125,1.7582008444477941,0.7593284231159505,1.63232421875,-0.570556640625,1.02783203125,0.872314453125,1,0,1,0,0,0,0,0,1,1,0,0,-1.7490234375,-0.582275390625,-3.9990234375,-1.813720703125,0.154541015625,0.008056640625,-3.550537109375,-2.873046875
130,1.9619847637540775,-0.031187000914591145,1.8447954024805024,1.2018095188294287,1.223388671875,0.864013671875,1.7842291255238534,0.7753739603886236,1.65625,-0.62939453125,1.223388671875,0.864013671875,1,0,0,0,0,0,0,0,0,0,0,0,-1.74169921875,-0.41455078125,-3.9990234375,-1.677490234375,0.42919921875,0.5517578125,-3.53369140625,-2.89697265625
131,1.8028878995623865,-0.159096864191691,1.869213083062075,1.2208840290786285,1.103271484375,0.679443359375,1.7999177600564216,0.7756420698256595,1.66015625,-0.656982421875,1.103271484375,0.679443359375,1,0,0,0,0,0,0,0,0,1,0,0,-1.7353515625,-0.31982421875,-3.9990234375,-1.558349609375,0.5283203125,0.054443359375,-3.51904296875,-2.91796875
132,1.8553952033785237,0.05250730381613722,1.8940122538486315,1.2399585393278283,1.12939453125,0.761962890625,1.8177280062093761,0.7790422381184091,1.66845703125,-0.69287109375,1.12939453125,0.761962890625,1,0,0,0,0,0,0,0,0,0,0,0,-1.72998046875,-0.23681640625,-3.9990234375,-1.4541015625,0.75634765625,0.619140625,-3.506103515625,-2.936279296875
133,1.9629430598028441,0.10754785642432041,1.919192914840172,1.259033049577028,1.146484375,0.671630859375,1.8407610018994598,0.7900714380120899,1.6865234375,-0.74609375,1.146484375,0.671630859375,1,0,0,0,0,0,0,0,0,1,0,0,-1.72509765625,-0.164306640625,-3.9990234375,-1.363037109375,0.814697265625,0.11328125,-3.494873046875,-2.952392578125
134,1.9795945202687426,0.016651460465898493,1.9447550660366966,1.278107559826228,1.25732421875,0.7421875,1.8636350506706045,0.8005388665165709,1.70361328125,-0.799072265625,1.25732421875,0.7421875,1,0,0,0,0,0,0,0,1,0,0,0,-1.720947265625,-0.100830078125,-3.9990234375,-1.283203125,0.0068359375,0.670654296875,-3.485107421875,-2.96630859375
135,2.008302238299505,0.02870771803076244,1.9706987074382052,1.2971820700754277,1.23681640625,0.601318359375,1.8870417625719527,0.811484682730381,1.720703125,-0.854248046875,1.23681640625,0.601318359375,1,0,0,0,0,0,0,0,0,1,0,0,-1.71728515625,0.0068359375,-3.9990234375,-1.21337890625,0.15869140625,0.131591796875,-3.4765625,-2.978515625
136,2.189869591574825,0.18156735327531992,1.9970238390446977,1.3162565803246276,1.38427734375,0.738525390625,1.9197467971357909,0.8358674649003318,1.75390625,-0.954833984375,1.38427734375,0.738525390625,1,0,0,0,0,0,0,0,0,0,0,0,-1.714111328125,0.048828125,-3.9990234375,-1.15234375,0.432861328125,0.686767578125,-3.468994140625,-2.9892578125
137,2.1471815209052947,-0.04268807066953029,2.023730460856174,1.3353310905738274,1.388671875,0.609619140625,1.948577390228649,0.8537942179025884,1.777587890625,-1.054443359375,1.388671875,0.609619140625,1,0,0,0,0,0,0,0,0,1,0,0,-1.711181640625,0.085693359375,-3.9990234375,-1.098876953125,0.531494140625,0.17236328125,-3.46240234375,-2.998779296875
138,2.302095657509552,0.15491413660425746,2.0508185728726347,1.3544056008230272,1.494873046875,0.744140625,1.9849938532875213,0.8824163346934536,1.81298828125,-1.204833984375,1.494873046875,0.744140625,1,0,0,0,0,0,0,0,0,0,0,0,-1.708740234375,0.117919921875,-3.9990234375,-1.052001953125,0.759033203125,0.722412109375,-3.45654296875,-3.007080078125
139,2.116690089490906,-0.18540556801864616,2.0782881750940794,1.373480111072227,1.429931640625,0.573486328125,2.009198260786239,0.8921184552272098,1.82275390625,-1.306640625,1.429931640625,0.573486328125,1,0,0,0,0,0,0,0,0,1,0,0,-1.70654296875,0.146240234375,-3.9990234375,-1.010986328125,0.81689453125,0.20361328125,-3.451416015625,-3.01416015625
140,2.001168064621557,-0.11552202486934915,2.1061392675205077,1.3925546213214268,1.364990234375,0.626953125,2.0255533449207435,0.8899175274297857,1.81787109375,-1.377197265625,1.364990234375,0.626953125,1,0,0,0,0,0,0,0,1,0,0,0,-1.70458984375,0.1708984375,-3.9990234375,-0.97509765625,0.0087890625,0.749755859375,-3.447021484375,-3.0205078125
141,2.1684085506050765,0.1672404859835197,2.13437185015192,1.4116291315706266,1.3427734375,0.550537109375,2.050540545775243,0.9005555181078204,1.829345703125,-1.520751953125,1.3427734375,0.550537109375,1,0,0,0,0,0,0,0,0,1,0,0,-1.702880859375,0.244384765625,-3.9990234375,-0.94384765625,0.16064453125,0.20068359375,-3.443115234375,-3.026123046875
142,2.030131950279053,-0.1382766003260234,2.162985922988317,1.4307036418198265,1.412841796875,0.590576171875,2.066343129118062,0.897287451403893,1.82275390625,-1.616455078125,1.412841796875,0.590576171875,1,0,0,0,0,0,0,0,0,0,0,0,-1.701416015625,0.2568359375,-3.9990234375,-0.91650390625,0.4345703125,0.7470703125,-3.439697265625,-3.031005859375
143,2.2943947405992113,0.2642627903201582,2.191231897748024,1.4122987379853662,1.356201171875,0.941162109375,2.09636654659081,0.9151588663522687,1.842529296875,-1.842529296875,1.356201171875,0.941162109375,1,0,1,0,0,0,0,0,0,1,0,0,-1.51904296875,-0.262939453125,-3.9990234375,-1.343994140625,0.625732421875,0.655517578125,-3.66650390625,-2.868408203125
